Vgs,lds,technology
2.3709224172075865,,PMOS
2.369736896284939,,PMOS
2.3692835339814318,,PMOS
2.3674223858542605,,PMOS
2.3586691104572113,,PMOS
2.3575854356930375,,PMOS
2.3569818551508486,,PMOS
2.352511875193314,,PMOS
2.350876723316145,,PMOS
2.349844660353464,,PMOS
2.3494132959862095,,PMOS
2.3483536872531365,,PMOS
2.346822484987498,,PMOS
2.34272645131034,,PMOS
2.3394335073514916,,PMOS
2.3387594166031933,,PMOS
2.338660680677199,,PMOS
2.337874318211467,,PMOS
2.33779013606838,,PMOS
2.337207174977555,,PMOS
2.3354922883668774,,PMOS
2.3331629473473603,,PMOS
2.332057831629105,,PMOS
2.3290619868014177,,PMOS
2.326536288488035,,PMOS
2.324731529350544,,PMOS
2.3192151838282413,,PMOS
2.3186746683635775,,PMOS
2.31672625910708,,PMOS
2.316569441083651,,PMOS
2.3115163627883204,,PMOS
2.3096877178281505,,PMOS
2.3074946406529055,,PMOS
2.306244080664053,,PMOS
2.306005034405638,,PMOS
2.305848276003834,,PMOS
2.3046294498957205,,PMOS
2.3038590674121457,,PMOS
2.3027522445533886,,PMOS
2.3002001980927225,,PMOS
2.299682519416218,,PMOS
2.2987404279107775,,PMOS
2.296938851891142,,PMOS
2.2939210577144404,,PMOS
2.2922449187325875,,PMOS
2.291720716845719,,PMOS
2.2895995116220575,,PMOS
2.288509803093027,,PMOS
2.286877689155169,,PMOS
2.2864199683621536,,PMOS
2.286345768319984,,PMOS
2.2829287743919346,,PMOS
2.2816720297034174,,PMOS
2.2807539920583695,,PMOS
2.27615970643607,,PMOS
2.272590155966573,,PMOS
2.2721539519849463,,PMOS
2.2689793236758073,,PMOS
2.2680893803745574,,PMOS
2.2669510156625483,,PMOS
2.2665609228150303,,PMOS
2.2629618598622057,,PMOS
2.2542093553430194,,PMOS
2.2410976480087346,,PMOS
2.2402061340823307,,PMOS
2.238494626126001,,PMOS
2.2358407036099743,,PMOS
2.234987613200149,,PMOS
2.2275917011315403,,PMOS
2.226696390562318,,PMOS
2.2266825224615645,,PMOS
2.2234532864713263,,PMOS
2.223386571820889,,PMOS
2.2231866613468605,,PMOS
2.2228108557863053,,PMOS
2.2222374518729846,,PMOS
2.221184609853924,,PMOS
2.216921231355299,,PMOS
2.2168539283802406,,PMOS
2.2114809774576925,,PMOS
2.210326331215486,,PMOS
2.2098853994253167,,PMOS
2.2067756102227563,,PMOS
2.203207516842424,,PMOS
2.201292962759596,,PMOS
2.1992486047367903,,PMOS
2.1989413957528146,,PMOS
2.197337774037138,,PMOS
2.196292292542864,,PMOS
2.196272015843972,,PMOS
2.196262187194223,,PMOS
2.19609518746538,,PMOS
2.193449870221979,,PMOS
2.1926630041404493,,PMOS
2.1921018592524697,,PMOS
2.1888290336235556,,PMOS
2.1875468287610453,,PMOS
2.1854386042163916,,PMOS
2.184701929867661,,PMOS
2.181595871321914,,PMOS
2.1801352598214776,,PMOS
2.1791961883471793,,PMOS
2.178484284198837,,PMOS
2.1784431751635456,,PMOS
2.1784367793164603,,PMOS
2.1772846118991143,,PMOS
2.1759775949633418,,PMOS
2.174423080062112,,PMOS
2.1738140164697537,,PMOS
2.173098209197788,,PMOS
2.169933886342507,,PMOS
2.169237175966909,,PMOS
2.166863337309241,,PMOS
2.1657682973489147,,PMOS
2.161238064157004,,PMOS
2.1588474122497,,PMOS
2.158176093032316,,PMOS
2.1568520110302702,,PMOS
2.1547750702685122,,PMOS
2.154441638275312,,PMOS
2.15420266093332,,PMOS
2.1538277923120694,,PMOS
2.152372621558211,,PMOS
2.1506913157382446,,PMOS
2.1474262246489983,,PMOS
2.1465897810543755,,PMOS
2.14473654209706,,PMOS
2.138642983277866,,PMOS
2.1363457434569564,,PMOS
2.1362801055472245,,PMOS
2.1354500997189185,,PMOS
2.1307981000014125,,PMOS
2.1297904829613556,,PMOS
2.1292727548368866,,PMOS
2.128872250153733,,PMOS
2.128562764806546,,PMOS
2.1270807090528834,,PMOS
2.1249844000006646,,PMOS
2.1240650274499773,,PMOS
2.1239628443498417,,PMOS
2.1224524339538666,,PMOS
2.1222840472764437,,PMOS
2.1210980852919445,,PMOS
2.1202725004993415,,PMOS
2.1185890138226777,,PMOS
2.117452086734048,,PMOS
2.117017509066118,,PMOS
2.11650928358835,,PMOS
2.115692007862539,,PMOS
2.11546157074141,,PMOS
2.1140653882427407,,PMOS
2.113952817010297,,PMOS
2.1124723334343987,,PMOS
2.111222633394109,,PMOS
2.1090553917676726,,PMOS
2.1077722570297794,,PMOS
2.103577183297004,,PMOS
2.1025786379192737,,PMOS
2.0994182710333797,,PMOS
2.097899509407553,,PMOS
2.096628831564196,,PMOS
2.0955861368264963,,PMOS
2.095250513424009,,PMOS
2.093249831339122,,PMOS
2.0920093020417934,,PMOS
2.0914261837465933,,PMOS
2.0895239480752337,,PMOS
2.0818840594463945,,PMOS
2.080906355248661,,PMOS
2.0763748859743085,,PMOS
2.076351864182056,,PMOS
2.076234941364799,,PMOS
2.075991079499735,,PMOS
2.0755735185097706,,PMOS
2.0723817942117466,,PMOS
2.0720830081873727,,PMOS
2.071136795558134,,PMOS
2.0709271406332035,,PMOS
2.0665416323039376,,PMOS
2.062708310113946,,PMOS
2.0622473366438006,,PMOS
2.059115758580846,,PMOS
2.0584405671755497,,PMOS
2.058427054233362,,PMOS
2.0567748442929323,,PMOS
2.056678554716454,,PMOS
2.055928759565689,,PMOS
2.0534729795213322,,PMOS
2.0524628633864257,,PMOS
2.051883890662485,,PMOS
2.0517904564787335,,PMOS
2.0509722378479887,,PMOS
2.0463299482902078,,PMOS
2.0434271006311797,,PMOS
2.041272248336803,,PMOS
2.0394584862304117,,PMOS
2.038821070316936,,PMOS
2.0358122967667542,,PMOS
2.034869568388099,,PMOS
2.0340986068734654,,PMOS
2.032969247602837,,PMOS
2.032634157749424,,PMOS
2.0318599238826005,,PMOS
2.0315464808386827,,PMOS
2.0305745607571555,,PMOS
2.0299275793176914,,PMOS
2.0293935754074646,,PMOS
2.0273837391321843,,PMOS
2.025675743613977,,PMOS
2.0254297908363914,,PMOS
2.0232484333913456,,PMOS
2.0218639570971537,,PMOS
2.0214404375075885,,PMOS
2.0214148667415377,,PMOS
2.0210248944614104,,PMOS
2.020732616307809,,PMOS
2.0206261931545484,,PMOS
2.0204011169735736,,PMOS
2.018604362465153,,PMOS
2.018525805151131,,PMOS
2.015857820644843,,PMOS
2.01433843032483,,PMOS
2.0134461591697357,,PMOS
2.0134200264299813,,PMOS
2.0128121866183024,,PMOS
2.011680708295791,,PMOS
2.0075694909980553,,PMOS
2.005921375672788,,PMOS
2.005703069480308,,PMOS
2.005432652488041,,PMOS
2.0048026202363705,,PMOS
2.0037743074231327,,PMOS
2.002779924439437,,PMOS
2.0026278581232373,,PMOS
2.000021103512139,,PMOS
1.9997411138280048,,PMOS
1.9983173709407884,,PMOS
1.9975372176833286,,PMOS
1.9952757738260833,,PMOS
1.9946965271425996,,PMOS
1.9944144530602006,,PMOS
1.9906966443600038,,PMOS
1.99039168138891,,PMOS
1.9895232396722224,,PMOS
1.989505586110924,,PMOS
1.988428893950107,,PMOS
1.9837719213565108,,PMOS
1.9813500702442228,,PMOS
1.978605464953015,,PMOS
1.9780338076192132,,PMOS
1.9758645870651672,,PMOS
1.9752356769261972,,PMOS
1.9707141785562952,,PMOS
1.9706295847058657,,PMOS
1.9705900812205162,,PMOS
1.9674982045077982,,PMOS
1.9670393500581236,,PMOS
1.9670269538149776,,PMOS
1.9662462925288808,,PMOS
1.9637800464185788,,PMOS
1.9631094689611401,,PMOS
1.962545301479148,,PMOS
1.960355154315596,,PMOS
1.9593752477578112,,PMOS
1.9566283863846716,,PMOS
1.9559430083564957,,PMOS
1.9556813761472802,,PMOS
1.953007168081783,,PMOS
1.9528267872263885,,PMOS
1.952545810687638,,PMOS
1.9513970174836641,,PMOS
1.95057276064883,,PMOS
1.949457640226369,,PMOS
1.948665319341969,,PMOS
1.9479517257822963,,PMOS
1.9475508650288569,,PMOS
1.9474143860553648,,PMOS
1.946345128330254,,PMOS
1.9436853175332736,,PMOS
1.942732870040921,,PMOS
1.9425733400241672,,PMOS
1.9417168000128349,,PMOS
1.9393399331695693,,PMOS
1.9387377880101915,,PMOS
1.9383923466120858,,PMOS
1.938352756380904,,PMOS
1.9382957862404417,,PMOS
1.9377850540820427,,PMOS
1.9375498902969601,,PMOS
1.9359784161767877,,PMOS
1.9354700575610804,,PMOS
1.934861110393091,,PMOS
1.9336188337395606,,PMOS
1.932993386965655,,PMOS
1.9328897711155106,,PMOS
1.9318190667869601,,PMOS
1.93073233687078,,PMOS
1.9292070437505835,,PMOS
1.928634049878568,,PMOS
1.9285445933237182,,PMOS
1.92737986072571,,PMOS
1.9268756453226181,,PMOS
1.9265795183887284,,PMOS
1.9263459830686955,,PMOS
1.9263250748703196,,PMOS
1.9239584266749012,,PMOS
1.9235191912346565,,PMOS
1.9234331498325485,,PMOS
1.9228312006317998,,PMOS
1.9223573068632611,,PMOS
1.9221306750244331,,PMOS
1.922124943111831,,PMOS
1.9206374393369443,,PMOS
1.917006787617557,,PMOS
1.9158838468362214,,PMOS
1.9153531840142959,,PMOS
1.9113136188228947,,PMOS
1.9110727155970637,,PMOS
1.9102449499908905,,PMOS
1.909181039772646,,PMOS
1.9074764201664762,,PMOS
1.9065264544342995,,PMOS
1.9063525499426697,,PMOS
1.9053835401086072,,PMOS
1.9052009730997,,PMOS
1.9044653407484018,,PMOS
1.9036846583438018,,PMOS
1.9031130468215527,,PMOS
1.9028819028052628,,PMOS
1.9025807478501655,,PMOS
1.8999122785876243,,PMOS
1.8982900726687293,,PMOS
1.897748164037339,,PMOS
1.895798614598201,,PMOS
1.8945983594612679,,PMOS
1.8936924990733341,,PMOS
1.8932729663281156,,PMOS
1.8929519583124967,,PMOS
1.8921729816334447,,PMOS
1.890930949549629,,PMOS
1.8900500235559123,,PMOS
1.8888988705535736,,PMOS
1.8886485669589212,,PMOS
1.8878651509635125,,PMOS
1.887707024651758,,PMOS
1.8865773857685357,,PMOS
1.8858580132145812,,PMOS
1.885831981922095,,PMOS
1.8846689657671676,,PMOS
1.8817563734266032,,PMOS
1.8789398367714554,,PMOS
1.8788459581796475,,PMOS
1.8786502083923384,,PMOS
1.8777155588578063,,PMOS
1.875842174162196,,PMOS
1.8735979734529533,,PMOS
1.8728960211164662,,PMOS
1.872541879093475,,PMOS
1.8720560142998934,,PMOS
1.8679575381015256,,PMOS
1.8664513067383228,,PMOS
1.8654556306591965,,PMOS
1.8646405053233353,,PMOS
1.8646069783407295,,PMOS
1.8632629660212332,,PMOS
1.8617170296285555,,PMOS
1.8594699957425043,,PMOS
1.8591473471954456,,PMOS
1.8565896886075373,,PMOS
1.855830233670722,,PMOS
1.8545354371825433,,PMOS
1.854079296936976,,PMOS
1.8517020703961942,,PMOS
1.8503647593379404,,PMOS
1.849326916249504,,PMOS
1.8485409506850954,,PMOS
1.8477885222313415,,PMOS
1.8476555394325793,,PMOS
1.8467442978175668,,PMOS
1.8465211863821098,,PMOS
1.8439646096221505,,PMOS
1.8423229989715217,,PMOS
1.840924885203841,,PMOS
1.8404609516247847,,PMOS
1.8386383517293214,,PMOS
1.8381372654872425,,PMOS
1.837284123885458,,PMOS
1.8372527541218537,,PMOS
1.8371733059731243,,PMOS
1.8364363999071218,,PMOS
1.8352661897388478,,PMOS
1.8347764986575386,,PMOS
1.8328737461059055,,PMOS
1.8313079566072545,,PMOS
1.8293868467915015,,PMOS
1.8290169930307998,,PMOS
1.8288390382056605,,PMOS
1.8285104467057975,,PMOS
1.8279559956593454,,PMOS
1.827422477548492,,PMOS
1.8270525591554427,,PMOS
1.826621977743443,,PMOS
1.8242215243182889,,PMOS
1.8229522703502652,,PMOS
1.8209645816938473,,PMOS
1.820770665009319,,PMOS
1.820702178218944,,PMOS
1.8202261383926146,,PMOS
1.8182507803100059,,PMOS
1.8179799997774946,,PMOS
1.8170483558941661,,PMOS
1.8159922046694543,,PMOS
1.8152315271637585,,PMOS
1.815224550538447,,PMOS
1.8151741924675147,,PMOS
1.8149697539943677,,PMOS
1.8149161790678783,,PMOS
1.8135024090631566,,PMOS
1.8132511606116346,,PMOS
1.812125091274364,,PMOS
1.8108089358596968,,PMOS
1.8091471253669245,,PMOS
1.8091389346539462,,PMOS
1.8054056901108377,,PMOS
1.8035336479944666,,PMOS
1.8030264041134623,,PMOS
1.8026671445825746,,PMOS
1.8024235198191945,,PMOS
1.802275693132001,,PMOS
1.8006746459186838,,PMOS
1.7987111352247578,,PMOS
1.7984966037542842,,PMOS
1.7956786913426992,,PMOS
1.7944379852895653,,PMOS
1.7928338471761711,,PMOS
1.7923886968715992,,PMOS
1.7909059912628444,,PMOS
1.789316101022377,,PMOS
1.78677754517077,,PMOS
1.785522965890644,,PMOS
1.7833064844307136,,PMOS
1.7820108398026562,,PMOS
1.781575746920475,,PMOS
1.7813910213455808,,PMOS
1.7807610945138923,,PMOS
1.779164905523735,,PMOS
1.7789433695813521,,PMOS
1.7788540070176693,,PMOS
1.7783195472809097,,PMOS
1.7780768709913704,,PMOS
1.776680821144209,,PMOS
1.7758655424426473,,PMOS
1.7756866003260998,,PMOS
1.7756621401515278,,PMOS
1.771835688153904,,PMOS
1.771265110200161,,PMOS
1.7699741436086769,,PMOS
1.769399337729902,,PMOS
1.7693841402246042,,PMOS
1.7690659187521913,,PMOS
1.768431476898332,,PMOS
1.7683702762982962,,PMOS
1.7681522452562646,,PMOS
1.7666387079578465,,PMOS
1.7664630236469623,,PMOS
1.7664125941991333,,PMOS
1.7651795276303068,,PMOS
1.7637391636331667,,PMOS
1.763674892872531,,PMOS
1.7636693887795638,,PMOS
1.7635286997499262,,PMOS
1.762885075032449,,PMOS
1.7619964742173964,,PMOS
1.7606726850775198,,PMOS
1.7606141824551427,,PMOS
1.7595096989429027,,PMOS
1.7588271524192973,,PMOS
1.758347264664212,,PMOS
1.7576923446676025,,PMOS
1.7568579289541812,,PMOS
1.7562115608175002,,PMOS
1.7559678670135035,,PMOS
1.7555437345835059,,PMOS
1.7549079536878867,,PMOS
1.7539216017748647,,PMOS
1.7534987704581875,,PMOS
1.7527775642774075,,PMOS
1.7519034609464725,,PMOS
1.7509679626595458,,PMOS
1.7501397160704777,,PMOS
1.749938021470229,,PMOS
1.749228392211791,,PMOS
1.749205887093025,,PMOS
1.748612287717196,,PMOS
1.7483990205802382,,PMOS
1.748142310358717,,PMOS
1.7479510400985852,,PMOS
1.7466021564871719,,PMOS
1.7460945962683512,,PMOS
1.7444004921976866,,PMOS
1.7438605631272592,,PMOS
1.7428577367578104,,PMOS
1.7425477762754922,,PMOS
1.742297146927581,,PMOS
1.7415317104152235,,PMOS
1.741414183470726,,PMOS
1.738248525705332,,PMOS
1.7373705598044042,,PMOS
1.736963402305661,,PMOS
1.735595186026254,,PMOS
1.7338364838357883,,PMOS
1.7335240171576871,,PMOS
1.7331096152198244,,PMOS
1.733033123628345,,PMOS
1.7321915438674542,,PMOS
1.7310471348474405,,PMOS
1.729950966854777,,PMOS
1.7295389717415854,,PMOS
1.727288912502398,,PMOS
1.7256137627251307,,PMOS
1.7245261008296568,,PMOS
1.7232919483946438,,PMOS
1.7227235797404747,,PMOS
1.7220622115868045,,PMOS
1.721727584458371,,PMOS
1.7210908015067246,,PMOS
1.720335094623473,,PMOS
1.72021878342114,,PMOS
1.719603176471481,,PMOS
1.7186967960838935,,PMOS
1.7186655213125377,,PMOS
1.717720577527509,,PMOS
1.7167653011692094,,PMOS
1.716590315178057,,PMOS
1.7160685493580952,,PMOS
1.7146763527282185,,PMOS
1.71328304604036,,PMOS
1.712353835058844,,PMOS
1.7122008203155723,,PMOS
1.7120540506094977,,PMOS
1.7113774507728838,,PMOS
1.7101458317936318,,PMOS
1.7084991780805927,,PMOS
1.708080887143147,,PMOS
1.707491572292301,,PMOS
1.7060866639721701,,PMOS
1.7048666030158974,,PMOS
1.7040470091496807,,PMOS
1.7039553532702265,,PMOS
1.7024382814438683,,PMOS
1.7017023702879133,,PMOS
1.7001289688992722,,PMOS
1.7000213287073505,,PMOS
1.6995682192781298,,PMOS
1.697310944729296,,PMOS
1.6968232724903007,,PMOS
1.6960606180809465,,PMOS
1.6956058476618254,,PMOS
1.6954531911953252,,PMOS
1.6950771241148546,,PMOS
1.6938615819066363,,PMOS
1.6935689198796777,,PMOS
1.6927027524850695,,PMOS
1.6925913851077172,,PMOS
1.6917043179021305,,PMOS
1.691309077665677,,PMOS
1.6911540033869203,,PMOS
1.6866581835669585,,PMOS
1.6866485449772308,,PMOS
1.6839816025218048,,PMOS
1.6837170628277776,,PMOS
1.6829231456860307,,PMOS
1.6806512004568048,,PMOS
1.6795991767275829,,PMOS
1.6794303247740694,,PMOS
1.6784338445760774,,PMOS
1.677789257751207,,PMOS
1.6773094184465567,,PMOS
1.6766068661762592,,PMOS
1.6765859723651764,,PMOS
1.6752176468679447,,PMOS
1.6750981725642544,,PMOS
1.6749790031615872,,PMOS
1.674568032870701,,PMOS
1.6745122723393302,,PMOS
1.6727449775502108,,PMOS
1.6726573313890651,,PMOS
1.671303781007595,,PMOS
1.6706500075485107,,PMOS
1.6700539958211278,,PMOS
1.6697528601528155,,PMOS
1.6684811668253763,,PMOS
1.6681504474574826,,PMOS
1.6681117953126834,,PMOS
1.6666515903695052,,PMOS
1.6666145144944633,,PMOS
1.6661050156624067,,PMOS
1.6650057609961828,,PMOS
1.6637521052001323,,PMOS
1.662686909119844,,PMOS
1.6624334203430493,,PMOS
1.6614507010509005,,PMOS
1.6606051236021009,,PMOS
1.6599786281986797,,PMOS
1.658975959085753,,PMOS
1.6587987787932856,,PMOS
1.6583728307756855,,PMOS
1.6568659471436427,,PMOS
1.656479911679181,,PMOS
1.6560392277162224,,PMOS
1.6560340572614551,,PMOS
1.6558809551043239,,PMOS
1.6544656353551785,,PMOS
1.6533240598289753,,PMOS
1.6531882596610725,,PMOS
1.6517596157552925,,PMOS
1.64881038251297,,PMOS
1.6480266556798122,,PMOS
1.6466717840632321,,PMOS
1.6459926576254662,,PMOS
1.6456782812394544,,PMOS
1.6455871680239436,,PMOS
1.642914815598691,,PMOS
1.6400987516782155,,PMOS
1.6388832765665085,,PMOS
1.6387417993483646,,PMOS
1.638363518346031,,PMOS
1.6376843800274161,,PMOS
1.6375586346220121,,PMOS
1.637440730591077,,PMOS
1.6363827127774127,,PMOS
1.6350857557926697,,PMOS
1.6345560008572648,,PMOS
1.632872206501866,,PMOS
1.63285004436585,,PMOS
1.632447122106173,,PMOS
1.63123624329259,,PMOS
1.6309254871012615,,PMOS
1.6305673450446474,,PMOS
1.6304084253254325,,PMOS
1.6299677639604282,,PMOS
1.6288793993499135,,PMOS
1.6281180382082163,,PMOS
1.6280207505283093,,PMOS
1.6277367097976203,,PMOS
1.6271682921476034,,PMOS
1.6260409000840874,,PMOS
1.625867864105804,,PMOS
1.6250510145243215,,PMOS
1.624501945184696,,PMOS
1.6236864274917535,,PMOS
1.6228606741072455,,PMOS
1.6216519361018724,,PMOS
1.6216112713099096,,PMOS
1.620651155495716,,PMOS
1.620017358946867,,PMOS
1.6191435366202402,,PMOS
1.6183371981648218,,PMOS
1.6181797109360156,,PMOS
1.617684683880525,,PMOS
1.6176643872430607,,PMOS
1.6171584485860881,,PMOS
1.61589380219382,,PMOS
1.6157871023002444,,PMOS
1.6155952648384158,,PMOS
1.6153277028703077,,PMOS
1.6138846441274197,,PMOS
1.613849748955461,,PMOS
1.6135754296597937,,PMOS
1.6105482153629405,,PMOS
1.6104988652034924,,PMOS
1.6097611954938753,,PMOS
1.6077951071592043,,PMOS
1.6074080989058808,,PMOS
1.6073881929299518,,PMOS
1.607095215846819,,PMOS
1.6069919991979775,,PMOS
1.6060102463507904,,PMOS
1.6059979615450972,,PMOS
1.6059592663645432,,PMOS
1.6057065803636326,,PMOS
1.6053570772369443,,PMOS
1.6027503037392408,,PMOS
1.6024309770921121,,PMOS
1.6022250065090093,,PMOS
1.6020690730984677,,PMOS
1.601525311146522,,PMOS
1.6015071835481791,,PMOS
1.60150283475579,,PMOS
1.6014657570517308,,PMOS
1.6007743519814495,,PMOS
1.5991765334085093,,PMOS
1.5985445553970186,,PMOS
1.5970545160547944,,PMOS
1.596643682007984,,PMOS
1.5965173718731864,,PMOS
1.5960585083861538,,PMOS
1.5954672750599528,,PMOS
1.5951939864874738,,PMOS
1.594883242124113,,PMOS
1.5942763896396321,,PMOS
1.5941872617845951,,PMOS
1.5940125359654462,,PMOS
1.593938340556339,,PMOS
1.5916017887230844,,PMOS
1.5906571575720794,,PMOS
1.5898068018541573,,PMOS
1.5896995504811182,,PMOS
1.589672546367864,,PMOS
1.5881771364065491,,PMOS
1.587906269339046,,PMOS
1.58789098970531,,PMOS
1.587888719538468,,PMOS
1.5873572466879304,,PMOS
1.5868001260240236,,PMOS
1.5867591957505995,,PMOS
1.5859062940661712,,PMOS
1.585614496284734,,PMOS
1.5852186135447495,,PMOS
1.5847130695105907,,PMOS
1.5846307997532825,,PMOS
1.5846130500302986,,PMOS
1.583913317696366,,PMOS
1.583753859840908,,PMOS
1.5836771920858543,,PMOS
1.5828430195965357,,PMOS
1.5826369043972226,,PMOS
1.581946837776608,,PMOS
1.5817403226845985,,PMOS
1.581682578995593,,PMOS
1.5813661299335793,,PMOS
1.5809647708017316,,PMOS
1.5808656471731914,,PMOS
1.5803564302768092,,PMOS
1.5792208292209855,,PMOS
1.5786498032285952,,PMOS
1.5782662352871524,,PMOS
1.5776202615901989,,PMOS
1.5772120966205625,,PMOS
1.5761138768263834,,PMOS
1.5745851632577885,,PMOS
1.5744667162470622,,PMOS
1.5738916897644384,,PMOS
1.5736079009102657,,PMOS
1.5734136801275262,,PMOS
1.5733712588073683,,PMOS
1.5715800143258938,,PMOS
1.5713676417459501,,PMOS
1.5700057045595206,,PMOS
1.5689497796661078,,PMOS
1.5677761404518569,,PMOS
1.5676657950268809,,PMOS
1.5672367886843677,,PMOS
1.5658509933206932,,PMOS
1.5644207734624171,,PMOS
1.562691860539908,,PMOS
1.5622624021888636,,PMOS
1.5616945433614817,,PMOS
1.5615205845237834,,PMOS
1.561386254658397,,PMOS
1.561231743113086,,PMOS
1.5607232142047203,,PMOS
1.5601296448823523,,PMOS
1.5585023984602704,,PMOS
1.5582797066854988,,PMOS
1.557929836447032,,PMOS
